document,line,section,number,kind,source,context
appendix,218,Table C1. Accounting consistency of pens,3.6,artifact-pct,I01:estimates.equivalence_annual.margin.0 (x100);I04c:estimates.panelA_value_added.va_pa|h2.ci.1 (x100),"The discrepancy rises around the transaction, from 2.8 percent in the preceding year to 3.6 percent in the dea"
appendix,218,Table C1. Accounting consistency of pens,3.1,ledger,D09b.value;H04.value;E07b.value,"The discrepancy rises around the transaction, from 2.8 percent in the preceding year to 3.6 percent in the dea"
appendix,236,Table C2. Hiring-state gradient under wo,379,constant/count,,Notes. The first two discrepancy filters discard firm-months according to the absolute accounting discrepancy 
appendix,240,Table C2. Hiring-state gradient under wo,379,constant/count,,The workplace-registration check addresses a related concern. If a transaction created large numbers of admini
appendix,240,Table C2. Hiring-state gradient under wo,0.557,ledger,C94c.value,The workplace-registration check addresses a related concern. If a transaction created large numbers of admini
appendix,240,Table C2. Hiring-state gradient under wo,0.160,ledger,C94c.ci0,The workplace-registration check addresses a related concern. If a transaction created large numbers of admini
appendix,240,Table C2. Hiring-state gradient under wo,0.930,ledger,C94c.ci1,The workplace-registration check addresses a related concern. If a transaction created large numbers of admini
appendix,242,Table C2. Hiring-state gradient under wo,0.365,ledger,E05.value,The reconstructed-hiring measure is the strongest check because it does not use the reported entry count as it
appendix,248,"C.3 Hiring rates, employment denominator",0.6315,ledger,D07.value,The main text addresses this issue directly. The gradient in the raw log count of hires is 0.6315 against a pl
appendix,248,"C.3 Hiring rates, employment denominator",0.1795,ledger,D07a.value,The main text addresses this issue directly. The gradient in the raw log count of hires is 0.6315 against a pl
appendix,248,"C.3 Hiring rates, employment denominator",0.6957,ledger,D08.value,The main text addresses this issue directly. The gradient in the raw log count of hires is 0.6315 against a pl
appendix,248,"C.3 Hiring rates, employment denominator",0.0363,ledger,D08a.value,The main text addresses this issue directly. The gradient in the raw log count of hires is 0.6315 against a pl
appendix,248,"C.3 Hiring rates, employment denominator",-0.0580,ledger,D09d.value,The main text addresses this issue directly. The gradient in the raw log count of hires is 0.6315 against a pl
appendix,248,"C.3 Hiring rates, employment denominator",0.0796,ledger,D09e.value,The main text addresses this issue directly. The gradient in the raw log count of hires is 0.6315 against a pl
appendix,250,"C.3 Hiring rates, employment denominator",+0.263,ledger,D13a.value,Level flow rates provide an additional accounting check but illustrate why log employment is the preferred mea
appendix,250,"C.3 Hiring rates, employment denominator",+0.094,ledger,C47.value;D13b.value,Level flow rates provide an additional accounting check but illustrate why log employment is the preferred mea
appendix,250,"C.3 Hiring rates, employment denominator",+0.172,ledger,D13.value,Level flow rates provide an additional accounting check but illustrate why log employment is the preferred mea
appendix,250,"C.3 Hiring rates, employment denominator",0.003,ledger,C7a.ci1;C23.value;C46.value,Level flow rates provide an additional accounting check but illustrate why log employment is the preferred mea
appendix,264,Table C3. Flow-rate accounting and emplo,0.003,ledger,C7a.ci1;C23.value;C46.value,Notes. The first three rows are level worker-flow rates and therefore scale flows by employment. Their account
appendix,292,Panel B. Additional within-event contras,0.5746,ledger,D10e.value,The hiring-minus-separations contrast is positive at 0.5746 and reaches a two-sided -value of 0.043. We do not
appendix,292,Panel B. Additional within-event contras,0.043,ledger,D10f.value,The hiring-minus-separations contrast is positive at 0.5746 and reaches a two-sided -value of 0.043. We do not
appendix,292,Panel B. Additional within-event contras,0.1788,ledger,D09h.value,The hiring-minus-separations contrast is positive at 0.5746 and reaches a two-sided -value of 0.043. We do not
appendix,298,C.5 Joint worker-flow pattern,28.4,ledger,G01.value,The observed  vector has a Mahalanobis distance of 28.4 from the placebo mean. The 95th percentile of the corr
appendix,298,C.5 Joint worker-flow pattern,95,constant/count,,The observed  vector has a Mahalanobis distance of 28.4 from the placebo mean. The 95th percentile of the corr
appendix,298,C.5 Joint worker-flow pattern,7.6,ledger,G01a.value,The observed  vector has a Mahalanobis distance of 28.4 from the placebo mean. The 95th percentile of the corr
appendix,298,C.5 Joint worker-flow pattern,0.71,ledger,D01.value;D03b.value;D09.value,The observed  vector has a Mahalanobis distance of 28.4 from the placebo mean. The 95th percentile of the corr
appendix,305,Figure C1. State gradients and placebo d,95,constant/count,,Notes. State gradients and placebo distributions across worker-flow outcomes. Panel (a) plots the state gradie
appendix,325,D.1 Quarterly state-gradient dynamics,-0.163,ledger,F01.ci0,"The treated state gradient over the four pre-deal quarters is , , , and , in chronological order. The correspo"
appendix,325,D.1 Quarterly state-gradient dynamics,0.131,ledger,F01.ci1,"The treated state gradient over the four pre-deal quarters is , , , and , in chronological order. The correspo"
appendix,325,D.1 Quarterly state-gradient dynamics,0.126,ledger,C79b.value;F01b.value;F01c.value,"The treated state gradient over the four pre-deal quarters is , , , and , in chronological order. The correspo"
appendix,337,Table D1. State gradients at quarterly r,-0.012,ledger,F01.value;R05.ci0,"Notes. Entries are state gradients estimated at quarterly resolution, with quarters shown in chronological ord"
appendix,337,Table D1. State gradients at quarterly r,-0.163,ledger,F01.ci0,"Notes. Entries are state gradients estimated at quarterly resolution, with quarters shown in chronological ord"
appendix,337,Table D1. State gradients at quarterly r,0.131,ledger,F01.ci1,"Notes. Entries are state gradients estimated at quarterly resolution, with quarters shown in chronological ord"
appendix,337,Table D1. State gradients at quarterly r,-0.038,ledger,F02b.value,"Notes. Entries are state gradients estimated at quarterly resolution, with quarters shown in chronological ord"
appendix,337,Table D1. State gradients at quarterly r,-0.600,artifact,I62:estimates.panelA_pretrend_slope.pre_drift_ci.0,"Notes. Entries are state gradients estimated at quarterly resolution, with quarters shown in chronological ord"
appendix,337,Table D1. State gradients at quarterly r,0.473,artifact,I47:estimates.panelB_iqr_effect.neg_log_volume.ci_per_iqr_adj.1;I62:estimates.panelA_pretrend_slope.pre_drift_ci.1,"Notes. Entries are state gradients estimated at quarterly resolution, with quarters shown in chronological ord"
appendix,339,Table D1. State gradients at quarterly r,-0.038,ledger,F02b.value,Estimating a single drift over the four pre-deal quarters does not materially improve precision: the cumulativ
appendix,339,Table D1. State gradients at quarterly r,-0.600,artifact,I62:estimates.panelA_pretrend_slope.pre_drift_ci.0,Estimating a single drift over the four pre-deal quarters does not materially improve precision: the cumulativ
appendix,339,Table D1. State gradients at quarterly r,0.473,artifact,I47:estimates.panelB_iqr_effect.neg_log_volume.ci_per_iqr_adj.1;I62:estimates.panelA_pretrend_slope.pre_drift_ci.1,Estimating a single drift over the four pre-deal quarters does not materially improve precision: the cumulativ
appendix,341,Table D1. State gradients at quarterly r,-0.073,artifact,I02:estimates.panelA_hazard_by_duration.d=2.ci_pp.0;I04b:estimates.panelA_decomposition.log_rev|h3.ci.0;I40:estimates.panelA_log_moderator.lN.ci_T1.0,"The untreated pseudo-event path is also noisy. Its four pre-deal gradients are −0.073, −0.031, −0.003, and +0."
appendix,341,Table D1. State gradients at quarterly r,-0.031,ledger,C7.ci1,"The untreated pseudo-event path is also noisy. Its four pre-deal gradients are −0.073, −0.031, −0.003, and +0."
appendix,341,Table D1. State gradients at quarterly r,-0.003,ledger,D13c.value,"The untreated pseudo-event path is also noisy. Its four pre-deal gradients are −0.073, −0.031, −0.003, and +0."
appendix,341,Table D1. State gradients at quarterly r,+0.045,artifact,I04b:estimates.panelD_by_inertia.diff.alive|h1.ci.1;I04c:estimates.panelC_by_inertia.T1저관성.va_pe|h1.ci.1;I06:estimates.panelA_specs.G24|S1 기존처치·기존풀.rel,"The untreated pseudo-event path is also noisy. Its four pre-deal gradients are −0.073, −0.031, −0.003, and +0."
appendix,341,Table D1. State gradients at quarterly r,-0.024,ledger,C7a.value,"The untreated pseudo-event path is also noisy. Its four pre-deal gradients are −0.073, −0.031, −0.003, and +0."
appendix,341,Table D1. State gradients at quarterly r,+0.088,ledger,C52.value,"The untreated pseudo-event path is also noisy. Its four pre-deal gradients are −0.073, −0.031, −0.003, and +0."
appendix,341,Table D1. State gradients at quarterly r,-0.040,artifact,I02:estimates.panelA_hazard_by_duration.d=4-5.ci_pp.0;I61:estimates.panelC_placebo_path.q3.grad,"The untreated pseudo-event path is also noisy. Its four pre-deal gradients are −0.073, −0.031, −0.003, and +0."
appendix,347,D.2 Sponsor deployment pressure,1.2881,artifact,I36:estimates.specs.(4).terms.treated x post x pressure.HR,We examine one implication using a sponsor deployment-pressure proxy based on the age of the sponsor’s most re
appendix,347,D.2 Sponsor deployment pressure,1.0535,artifact,I16:estimates.panelD_hazard_triple.po_buy.HR;I36:estimates.specs.(4).terms.treated x post x pressure.ci.0,We examine one implication using a sponsor deployment-pressure proxy based on the age of the sponsor’s most re
appendix,347,D.2 Sponsor deployment pressure,1.5750,artifact,I36:estimates.specs.(4).terms.treated x post x pressure.ci.1,We examine one implication using a sponsor deployment-pressure proxy based on the age of the sponsor’s most re
appendix,347,D.2 Sponsor deployment pressure,379,constant/count,,We examine one implication using a sponsor deployment-pressure proxy based on the age of the sponsor’s most re
appendix,362,Table D2. Supplementary validity checks,1.2881,artifact,I36:estimates.specs.(4).terms.treated x post x pressure.HR,The inspected manuscript material does not specify the exact scaling or coding of the deployment-pressure vari
appendix,362,Table D2. Supplementary validity checks,1.0535,artifact,I16:estimates.panelD_hazard_triple.po_buy.HR;I36:estimates.specs.(4).terms.treated x post x pressure.ci.0,The inspected manuscript material does not specify the exact scaling or coding of the deployment-pressure vari
appendix,362,Table D2. Supplementary validity checks,1.5750,artifact,I36:estimates.specs.(4).terms.treated x post x pressure.ci.1,The inspected manuscript material does not specify the exact scaling or coding of the deployment-pressure vari
appendix,368,D.3 Independent confirmation of transact,62,constant/count,,"The shareholder-register date can be confirmed independently for 62 events. In this subsample, the treated-min"
appendix,368,D.3 Independent confirmation of transact,0.0645,artifact,I35:estimates.canonical.B1_dp.ci.1;h41_causal_gap:G2_DDD.original.rel12_ratio.t-24.mean,"The shareholder-register date can be confirmed independently for 62 events. In this subsample, the treated-min"
appendix,368,D.3 Independent confirmation of transact,-0.1145,ledger,C21.ci0,"The shareholder-register date can be confirmed independently for 62 events. In this subsample, the treated-min"
appendix,368,D.3 Independent confirmation of transact,-0.0163,ledger,C21.ci1,"The shareholder-register date can be confirmed independently for 62 events. In this subsample, the treated-min"
appendix,368,D.3 Independent confirmation of transact,0.047,artifact,I04c:estimates.panelC_by_inertia.T3고관성.va_pe|h1.ci.1;I04c:estimates.panelD_survival.T3-T1|h1.ci.1;I06:estimates.panelA_specs.G36|S2 기존처치·확장풀.rel,"The shareholder-register date can be confirmed independently for 62 events. In this subsample, the treated-min"
appendix,378,D.4 Shared controls and uncertainty,286,constant/count,,"In practice, overlap is limited. The 286 primary target events use 1,144 distinct control firms. Of these cont"
appendix,378,D.4 Shared controls and uncertainty,"1,144",constant/count,,"In practice, overlap is limited. The 286 primary target events use 1,144 distinct control firms. Of these cont"
appendix,378,D.4 Shared controls and uncertainty,95.02,artifact-pct,I65:estimates.panelC_reuse.share_used_once (x100),"In practice, overlap is limited. The 286 primary target events use 1,144 distinct control firms. Of these cont"
appendix,389,Table D3. Sensitivity to shared control ,286,constant/count,,Notes. The primary paper reports the treated-firm-clustered interval because it is wider than the interval obt
appendix,391,Table D3. Sensitivity to shared control ,0.7036,ledger,C98d.value,Clustering on control firms produces a narrower interval than clustering on treated firms. Restricting each co
appendix,397,D.5 Relative-magnitude sensitivity of th,0.658,ledger,C19.value,"For the average-effect estimand, the relative-magnitude breakdown value following Rambachan and Roth (2023) is"
appendix,397,D.5 Relative-magnitude sensitivity of th,0.658,ledger,C19.value,"For the average-effect estimand, the relative-magnitude breakdown value following Rambachan and Roth (2023) is"
appendix,401,D.5 Relative-magnitude sensitivity of th,0.658,ledger,C19.value,The 0.658 value should not be compared mechanically with the 3.126 breakdown value reported for the state grad
appendix,401,D.5 Relative-magnitude sensitivity of th,3.126,ledger,H04.value,The 0.658 value should not be compared mechanically with the 3.126 breakdown value reported for the state grad
appendix,423,Appendix E. Transaction and sponsor char,180,constant/count,,Individual comparisons use the largest sample available for each characteristic. A second set of analyses rest
appendix,429,E.1 Individual transaction and sponsor c,0.1218,ledger,C65.value,The distinction between control transactions and growth investments illustrates why this adjustment matters. T
appendix,429,E.1 Individual transaction and sponsor c,-0.0494,ledger,C65.ci0,The distinction between control transactions and growth investments illustrates why this adjustment matters. T
appendix,429,E.1 Individual transaction and sponsor c,0.2776,ledger,C65.ci1,The distinction between control transactions and growth investments illustrates why this adjustment matters. T
appendix,429,E.1 Individual transaction and sponsor c,0.0948,ledger,C64.value,The distinction between control transactions and growth investments illustrates why this adjustment matters. T
appendix,429,E.1 Individual transaction and sponsor c,0.0475,ledger,C66.value,The distinction between control transactions and growth investments illustrates why this adjustment matters. T
appendix,429,E.1 Individual transaction and sponsor c,-0.1062,ledger,C66.ci0,The distinction between control transactions and growth investments illustrates why this adjustment matters. T
appendix,429,E.1 Individual transaction and sponsor c,0,constant/count,,The distinction between control transactions and growth investments illustrates why this adjustment matters. T
appendix,443,Table E1. Hiring responses across transa,100,constant/count,,Notes. The outcome is the event-level change in the log hiring rate. Adjusted estimates partial out the pre-de
appendix,445,Table E1. Hiring responses across transa,-0.1761,ledger,C67.ci0,"The point estimates for ownership stake, majority ownership, and sponsor experience are positive, but their in"
appendix,445,Table E1. Hiring responses across transa,0.2674,ledger,C67.ci1,"The point estimates for ownership stake, majority ownership, and sponsor experience are positive, but their in"
appendix,447,Table E1. Hiring responses across transa,0.0099,artifact,I03:estimates.panelC_trigger_gap_band.treated_pre_mean;I03:estimates.panelC_trigger_gap_band.cells.t_pre;I45:estimates.panelA_composition.corr_dorm_stake,The acquired-stake and sponsor-experience variables are only weakly correlated with the pre-deal hiring state 
appendix,447,Table E1. Hiring responses across transa,0.0919,artifact,I45:estimates.panelA_composition.corr_dorm_gpexp;h41_causal_gap:G1_reselection.original.t-30.paired_diff,The acquired-stake and sponsor-experience variables are only weakly correlated with the pre-deal hiring state 
appendix,451,E.2 Common-sample explanatory content,180,constant/count,,The individual comparisons above use different samples and are not well suited to a direct comparison of expla
appendix,453,E.2 Common-sample explanatory content,"2,000",constant/count,,"On this sample, the transaction-characteristic model contains an indicator for a control transaction, acquired"
appendix,465,Table E2. In-sample explanatory content ,180,constant/count,,Notes. The sample contains 180 events with complete transaction information. The transaction-characteristic mo
appendix,465,Table E2. In-sample explanatory content ,"2,000",constant/count,,Notes. The sample contains 180 events with complete transaction information. The transaction-characteristic mo
appendix,465,Table E2. In-sample explanatory content ,95,constant/count,,Notes. The sample contains 180 events with complete transaction information. The transaction-characteristic mo
appendix,465,Table E2. In-sample explanatory content ,0.0433,artifact,I45:estimates.panelC_joint_test.perm_null_p95_deal;I63:estimates.A' 상태창 ≥6개월.null_mean,Notes. The sample contains 180 events with complete transaction information. The transaction-characteristic mo
appendix,467,Table E2. In-sample explanatory content ,0.92,artifact,I02:estimates.panelB_cloglog.post.HR_ci.0;I06:estimates.panelA_specs.G24|S3 확장처치·기존풀.mean_dist;I06:estimates.panelA_specs.G24|S4 확장처치·확장풀.mean_dist,The observed transaction characteristics jointly explain 0.92 percent of the variation in event-level hiring r
appendix,467,Table E2. In-sample explanatory content ,2.86,artifact-pct,I04c:estimates.panelD_survival.T3.alive|h1.ci.1 (x100);I45:estimates.panelC_joint_test.r2_state (x100),The observed transaction characteristics jointly explain 0.92 percent of the variation in event-level hiring r
appendix,467,Table E2. In-sample explanatory content ,2.61,ledger,D14.ci1,The observed transaction characteristics jointly explain 0.92 percent of the variation in event-level hiring r
appendix,467,Table E2. In-sample explanatory content ,0.68,ledger,D12d.value,The observed transaction characteristics jointly explain 0.92 percent of the variation in event-level hiring r
appendix,471,Table E2. In-sample explanatory content ,12.8,artifact-pct,I33:estimates.baseline.level(rel12 log고용).ci.1 (x100);I45:estimates.covariate_r2 (x100),The broader covariate set used for adjustment explains 12.8 percent of the variation in the event-level respon
appendix,471,Table E2. In-sample explanatory content ,0.6871,artifact,I45:estimates.raw_sd,The broader covariate set used for adjustment explains 12.8 percent of the variation in the event-level respon
appendix,471,Table E2. In-sample explanatory content ,0.6415,artifact,I45:estimates.resid_sd,The broader covariate set used for adjustment explains 12.8 percent of the variation in the event-level respon
appendix,475,E.3 Out-of-sample comparison,180,constant/count,,In-sample explanatory content need not translate into forecasting performance. We therefore repeat the state-v
appendix,486,Table E3. Five-fold out-of-sample compar,180,constant/count,,Notes. Models are estimated using five-fold cross-fitting on the 180-event common sample. A negative out-of-sa
appendix,488,Table E3. Five-fold out-of-sample compar,0.0101,ledger,C38a.value;C75.value,Both out-of-sample  values are negative. The state model performs somewhat less poorly than the transaction-ch
appendix,488,Table E3. Five-fold out-of-sample compar,-0.0349,ledger,C75.ci0,Both out-of-sample  values are negative. The state model performs somewhat less poorly than the transaction-ch
appendix,488,Table E3. Five-fold out-of-sample compar,0.1173,ledger,C75.ci1;C77a.value,Both out-of-sample  values are negative. The state model performs somewhat less poorly than the transaction-ch
appendix,496,E.4 Sponsor identity and persistence acr,-0.2675,ledger,C76.value,The resulting coefficient is −0.2675 across 189 leave-one-out observations. Repeat-deal information is sparse:
appendix,496,E.4 Sponsor identity and persistence acr,189,ledger,C76.n,The resulting coefficient is −0.2675 across 189 leave-one-out observations. Repeat-deal information is sparse:
appendix,496,E.4 Sponsor identity and persistence acr,164,artifact,I45:estimates.panelE_gp_loo_robustness.n_gp,The resulting coefficient is −0.2675 across 189 leave-one-out observations. Repeat-deal information is sparse:
appendix,509,Table E4. Sponsor-identity diagnostics,379,constant/count,,Notes. Each specification predicts an event using the mean response in the same sponsor’s other observed trans
appendix,513,Table E4. Sponsor-identity diagnostics,28.8,artifact-pct,I19:estimates.panelA_samples.PE(연간).pre_inertia_mean (x100);I37:estimates.rows.6.matched (x100),A complementary variance-decomposition exercise provides a more conventional test of persistent sponsor-level 
appendix,513,Table E4. Sponsor-identity diagnostics,25.7,artifact-pct,I17:estimates.panelB_variance.null_p50 (x100);I47:estimates.panelB_iqr_effect.neg_log_volume.effect_per_iqr_adj (x100),A complementary variance-decomposition exercise provides a more conventional test of persistent sponsor-level 
appendix,513,Table E4. Sponsor-identity diagnostics,0.26,ledger,C51.ci1;C60.value;C68.ci1,A complementary variance-decomposition exercise provides a more conventional test of persistent sponsor-level 
appendix,523,E.5 Summary,180,constant/count,,"Second, on the common 180-event sample, the observed transaction characteristics have less in-sample explanato"
appendix,539,F.1 Worker earnings,346,constant/count,,"Across 346 events, average assessed income per worker rises by 0.0096 log points relative to matched controls "
appendix,539,F.1 Worker earnings,0.0096,ledger,C17.value,"Across 346 events, average assessed income per worker rises by 0.0096 log points relative to matched controls "
appendix,539,F.1 Worker earnings,0.0039,ledger,C17.ci0,"Across 346 events, average assessed income per worker rises by 0.0096 log points relative to matched controls "
appendix,539,F.1 Worker earnings,0.0154,ledger,C17.ci1,"Across 346 events, average assessed income per worker rises by 0.0096 log points relative to matched controls "
appendix,543,F.1 Worker earnings,182,constant/count,,"Across 182 events, the treated-control difference in the implied wage measure is 0.0086 [−0.1383, 0.1585]. The"
appendix,543,F.1 Worker earnings,0.0086,ledger,C17a.value;C44a.value,"Across 182 events, the treated-control difference in the implied wage measure is 0.0086 [−0.1383, 0.1585]. The"
appendix,543,F.1 Worker earnings,-0.1383,ledger,C17a.ci0,"Across 182 events, the treated-control difference in the implied wage measure is 0.0086 [−0.1383, 0.1585]. The"
appendix,543,F.1 Worker earnings,0.1585,ledger,C17a.ci1,"Across 182 events, the treated-control difference in the implied wage measure is 0.0086 [−0.1383, 0.1585]. The"
appendix,543,F.1 Worker earnings,20,constant/count,,"Across 182 events, the treated-control difference in the implied wage measure is 0.0086 [−0.1383, 0.1585]. The"
appendix,543,F.1 Worker earnings,6.6,artifact-pct,I02:estimates.panelB_cloglog.treated.coef (x100);I04c:estimates.panelD_survival.T1.alive|h2.ci.1 (x100),"Across 182 events, the treated-control difference in the implied wage measure is 0.0086 [−0.1383, 0.1585]. The"
appendix,565,Panel A. Worker earnings,0.10,ledger,C5a.value;C63.ci1;C94b.ci0,Notes. Assessed income is the National Pension contribution base and is top-coded at the statutory ceiling. Th
appendix,569,F.2 Value added and firm scale,0.0778,ledger,C18.value;C62.ci0,Value added is constructed as operating income plus payroll observed in the pension records. One year after th
appendix,569,F.2 Value added and firm scale,0.0296,ledger,C18.ci0,Value added is constructed as operating income plus payroll observed in the pension records. One year after th
appendix,569,F.2 Value added and firm scale,0.1294,ledger,C18.ci1,Value added is constructed as operating income plus payroll observed in the pension records. One year after th
appendix,569,F.2 Value added and firm scale,-0.0052,ledger,C18a.value;C61.ci0,Value added is constructed as operating income plus payroll observed in the pension records. One year after th
appendix,569,F.2 Value added and firm scale,-0.0333,ledger,C18a.ci0,Value added is constructed as operating income plus payroll observed in the pension records. One year after th
appendix,569,F.2 Value added and firm scale,0.0261,ledger,C18a.ci1;C72a.value,Value added is constructed as operating income plus payroll observed in the pension records. One year after th
appendix,569,F.2 Value added and firm scale,0.10,ledger,C5a.value;C63.ci1;C94b.ci0,Value added is constructed as operating income plus payroll observed in the pension records. One year after th
appendix,586,Table F2. Firm outcomes over three post-,-2,constant/count,,Notes. These are treated-minus-control estimates at the corresponding horizons. The archived appendix records 
appendix,586,Table F2. Firm outcomes over three post-,-3,constant/count,,Notes. These are treated-minus-control estimates at the corresponding horizons. The archived appendix records 
appendix,586,Table F2. Firm outcomes over three post-,-2,constant/count,,Notes. These are treated-minus-control estimates at the corresponding horizons. The archived appendix records 
appendix,586,Table F2. Firm outcomes over three post-,-3,constant/count,,Notes. These are treated-minus-control estimates at the corresponding horizons. The archived appendix records 
appendix,588,Table F2. Firm outcomes over three post-,0.227,artifact,I04b:estimates.panelB_employment_free.log_asset|h1.DiD;I04c:estimates.panelA_value_added.log_asset|h1.DiD;I06:estimates.panelB_decomposition.G24.w_rec,"Value added remains positive in point estimate through year three, although the archived results indicate less"
appendix,588,Table F2. Firm outcomes over three post-,0.180,ledger,D07a.value,"Value added remains positive in point estimate through year three, although the archived results indicate less"
appendix,588,Table F2. Firm outcomes over three post-,0.240,ledger,F03.value,"Value added remains positive in point estimate through year three, although the archived results indicate less"
appendix,594,"F.3 Value added relative to assets, reve",0.099,ledger,C63.ci1;H06a.value,"At the one-year horizon, value added per unit of assets falls by 0.099 log points [−0.177, −0.020]. The asset "
appendix,594,"F.3 Value added relative to assets, reve",-0.177,ledger,H06b.value,"At the one-year horizon, value added per unit of assets falls by 0.099 log points [−0.177, −0.020]. The asset "
appendix,594,"F.3 Value added relative to assets, reve",-0.020,artifact,I02:estimates.panelA_hazard_by_duration.d=3.ci_ratio.0;I04:estimates.panelB_by_inertia.T1 저관성.h2.opm.DiD;I04b:estimates.panelC_nps_full.alive|h2.ci.0,"At the one-year horizon, value added per unit of assets falls by 0.099 log points [−0.177, −0.020]. The asset "
appendix,598,"F.3 Value added relative to assets, reve",0.15,ledger,C5a.ci1;D01b.value;E01b.value,The existing appendix also reports that revenue remains close to the matched-control benchmark over the first 
appendix,600,"F.3 Value added relative to assets, reve",+1,constant/count,,"Revenue, +1 year: [report estimate and 95% CI]"
appendix,600,"F.3 Value added relative to assets, reve",95,constant/count,,"Revenue, +1 year: [report estimate and 95% CI]"
appendix,601,"F.3 Value added relative to assets, reve",+2,constant/count,,"Revenue, +2 years: [report estimate and 95% CI]"
appendix,601,"F.3 Value added relative to assets, reve",95,constant/count,,"Revenue, +2 years: [report estimate and 95% CI]"
appendix,602,"F.3 Value added relative to assets, reve",+3,constant/count,,"Revenue, +3 years: [report estimate and 95% CI]"
appendix,602,"F.3 Value added relative to assets, reve",95,constant/count,,"Revenue, +3 years: [report estimate and 95% CI]"
appendix,604,"F.3 Value added relative to assets, reve",-0.008,ledger,C42.ci0;C44a.ci0;D06a.value,"Return on assets is estimated at −0.008 [−0.037, 0.024]. This interval contains zero and is too wide for the a"
appendix,604,"F.3 Value added relative to assets, reve",-0.037,artifact,I04:estimates.panelB_by_inertia.diff.h2|log_wage.ci.0;I04b:estimates.panelB_employment_free.roa|h1.ci.0;I04c:estimates.panelA_value_added.roa|h1.ci.0,"Return on assets is estimated at −0.008 [−0.037, 0.024]. This interval contains zero and is too wide for the a"
appendix,604,"F.3 Value added relative to assets, reve",0.024,artifact,I03:estimates.panelA_duration_profile.firmFE.se.4;I03:estimates.panelB_gap_profile.pooled.se.3;I04:estimates.panelB_by_inertia.T1 저관성.h1.asset_pe.ci.0,"Return on assets is estimated at −0.008 [−0.037, 0.024]. This interval contains zero and is too wide for the a"
appendix,612,F.4 Survival and longer-horizon sample c,+0.006,ledger,C44.value;D04c.value,"The archived three-year analysis reports treated-control survival differences of +0.006, +0.009, and +0.007 at"
appendix,612,F.4 Survival and longer-horizon sample c,+0.009,ledger,C17a.value;C44a.value;C45.value,"The archived three-year analysis reports treated-control survival differences of +0.006, +0.009, and +0.007 at"
appendix,612,F.4 Survival and longer-horizon sample c,+0.007,ledger,C5b.ci0;C72.value;D09g.value,"The archived three-year analysis reports treated-control survival differences of +0.006, +0.009, and +0.007 at"
appendix,614,F.4 Survival and longer-horizon sample c,-0.136,artifact,I04c:estimates.panelD_survival.T3-T1|h4.diff;I14:estimates.panelC_dose.소수<50%.P1;I47:estimates.panelD_untreated_placebo_fwl.dormancy.ci.0,Extending the analysis to a fourth year changes the composition of the usable sample materially: approximately
appendix,614,F.4 Survival and longer-horizon sample c,-0.256,artifact,I04:estimates.panelB_by_inertia.diff.h2|rev_pe.diff;I04c:estimates.panelD_survival.T3-T1|h4.ci.0,Extending the analysis to a fourth year changes the composition of the usable sample materially: approximately
appendix,614,F.4 Survival and longer-horizon sample c,-0.029,artifact,I04c:estimates.panelA_value_added.alive|h3.ci.0;I04c:estimates.panelB_equivalence.alive|h3.ci.0;I04c:estimates.panelD_survival.T3-T1|h4.ci.1,Extending the analysis to a fourth year changes the composition of the usable sample materially: approximately
appendix,614,F.4 Survival and longer-horizon sample c,0.074,artifact,I04c:estimates.panelB_equivalence.va_pe|h1.margin.1;I04c:estimates.panelB_equivalence.log_rev|h3.margin.0;I36:estimates.specs.(4).terms.treated.coef,Extending the analysis to a fourth year changes the composition of the usable sample materially: approximately
appendix,620,F.5 Sample selection and interpretation,147,constant/count,,The financial-statement analysis covers a different population from the primary hiring-state design. The one-y
appendix,620,F.5 Sample selection and interpretation,286,constant/count,,The financial-statement analysis covers a different population from the primary hiring-state design. The one-y
appendix,634,G.1 Sponsor exits and reversibility,-0.0715,artifact,I05:estimates.panelB_entry_exit_pairs.entry.mean;I05:estimates.discrimination.entry_mean,Only thirteen exits satisfy both requirements for this exercise: a verified sponsor departure and at least twe
appendix,634,G.1 Sponsor exits and reversibility,-0.133,ledger,C43.ci0,Only thirteen exits satisfy both requirements for this exercise: a verified sponsor departure and at least twe
appendix,634,G.1 Sponsor exits and reversibility,-0.009,ledger,R04.ci0,Only thirteen exits satisfy both requirements for this exercise: a verified sponsor departure and at least twe
appendix,634,G.1 Sponsor exits and reversibility,-0.008,ledger,C42.ci0;C44a.ci0;D06a.value,Only thirteen exits satisfy both requirements for this exercise: a verified sponsor departure and at least twe
appendix,634,G.1 Sponsor exits and reversibility,-0.119,artifact,I05:estimates.panelB_entry_exit_pairs.exit.ci.0;I14:estimates.panelC_dose.D3 고지분.zero_ci.0,Only thirteen exits satisfy both requirements for this exercise: a verified sponsor departure and at least twe
appendix,634,G.1 Sponsor exits and reversibility,0.086,artifact,I02:estimates.panelB2_shape.t_lng.se;I05:estimates.panelB_entry_exit_pairs.exit.ci.1;I16:estimates.panelD_hazard_triple.po_buy.p,Only thirteen exits satisfy both requirements for this exercise: a verified sponsor departure and at least twe
appendix,634,G.1 Sponsor exits and reversibility,-0.079,ledger,C86.ci0,Only thirteen exits satisfy both requirements for this exercise: a verified sponsor departure and at least twe
appendix,634,G.1 Sponsor exits and reversibility,-0.212,ledger,C39.ci0,Only thirteen exits satisfy both requirements for this exercise: a verified sponsor departure and at least twe
