document,table,panel,row,col,token,claim_id,source,pipeline_script
appendix,Table C2. Hiring-state gradient under worker-flow measurement checks,,Exclude treated firms that change the number of registered workplaces,1,0.557,C94c,I48.json:estimates.panelD_site_change.excluded.slope_adj,i48_construct_validity.py
appendix,Table C2. Hiring-state gradient under worker-flow measurement checks,,Exclude treated firms that change the number of registered workplaces,2,0.160,C94c,I48.json:estimates.panelD_site_change.excluded.slope_adj (ci0),i48_construct_validity.py
appendix,Table C2. Hiring-state gradient under worker-flow measurement checks,,Exclude treated firms that change the number of registered workplaces,2,0.930,C94c,I48.json:estimates.panelD_site_change.excluded.slope_adj (ci1),i48_construct_validity.py
appendix,Table C2. Hiring-state gradient under worker-flow measurement checks,,Hiring reconstructed from employment change and recorded exits,1,0.365,E05,I60.json:estimates.specs.implied_hires.observed,i60_speccurve.py
appendix,Table C3. Flow-rate accounting and employment,,Level hiring rate,1,+0.263,D13a,I57_levels.json:estimates.h_rate.observed,
appendix,Table C3. Flow-rate accounting and employment,,Level separation rate,1,+0.094,D13b,I57_levels.json:estimates.s_rate.observed,
appendix,Table C3. Flow-rate accounting and employment,,Level net inflow rate,1,+0.172,D13,I57_levels.json:estimates.net.observed,
appendix,Table C3. Flow-rate accounting and employment,,Log employment,1,−0.0580,,I57_levels.json:estimates.lnE.observed,
appendix,Table C4. Additional employment horizons and worker-flow contrasts,Panel A. Relative employment at longer horizons,+12 months,1,−0.0316,C90n,I67.json:estimates.horizons.h12.observed,i67_emp_horizons.py
appendix,Table C4. Additional employment horizons and worker-flow contrasts,Panel A. Relative employment at longer horizons,+12 months,2,−1.92,C90nz,I67.json:estimates.horizons.h12.z,i67_emp_horizons.py
appendix,Table C4. Additional employment horizons and worker-flow contrasts,Panel A. Relative employment at longer horizons,+12 months,3,291,C90n,I67.json:estimates.horizons.h12.observed (n),i67_emp_horizons.py
appendix,Table C4. Additional employment horizons and worker-flow contrasts,Panel A. Relative employment at longer horizons,+24 months,1,−0.1616,C90an,I67.json:estimates.horizons.h24.observed,i67_emp_horizons.py
appendix,Table C4. Additional employment horizons and worker-flow contrasts,Panel A. Relative employment at longer horizons,+24 months,2,−1.63,C90anz,I67.json:estimates.horizons.h24.z,i67_emp_horizons.py
appendix,Table C4. Additional employment horizons and worker-flow contrasts,Panel A. Relative employment at longer horizons,+24 months,3,245,C90an,I67.json:estimates.horizons.h24.observed (n),i67_emp_horizons.py
appendix,Table C4. Additional employment horizons and worker-flow contrasts,Panel A. Relative employment at longer horizons,+36 months,1,−0.2092,C90bn,I67.json:estimates.horizons.h36.observed,i67_emp_horizons.py
appendix,Table C4. Additional employment horizons and worker-flow contrasts,Panel A. Relative employment at longer horizons,+36 months,2,−2.29,C90bnz,I67.json:estimates.horizons.h36.z,i67_emp_horizons.py
appendix,Table C4. Additional employment horizons and worker-flow contrasts,Panel A. Relative employment at longer horizons,+36 months,3,203,C90bn,I67.json:estimates.horizons.h36.observed (n),i67_emp_horizons.py
appendix,Table C4. Additional employment horizons and worker-flow contrasts,Panel B. Additional within-event contrast,Hiring − separations,1,0.5746,D10e,I57.json:estimates.panelC_paired.채용 − 이직.observed,i57_reallocation2.py
appendix,Table D1. State gradients at quarterly resolution,,"Treated, pre-deal",1,+0.087,F01a,I61.json:estimates.panelB_pre_joint.max_abs_pre,i61_gradient_pretrend.py
appendix,Table D1. State gradients at quarterly resolution,,"Treated, pre-deal",2,−0.042,F02a,I61.json:estimates.panelA_treated_path.q-3.grad,i61_gradient_pretrend.py
appendix,Table D1. State gradients at quarterly resolution,,"Treated, pre-deal",3,−0.038,F02b,I61.json:estimates.panelA_treated_path.q-2.grad,i61_gradient_pretrend.py
appendix,Table D1. State gradients at quarterly resolution,,"Treated, pre-deal",4,−0.056,F02c,I61.json:estimates.panelA_treated_path.q-1.grad,i61_gradient_pretrend.py
appendix,Table D1. State gradients at quarterly resolution,,"Treated, post-deal",1,+0.147,,I61.json:estimates.panelA_treated_path.q1.grad,i61_gradient_pretrend.py
appendix,Table D1. State gradients at quarterly resolution,,"Treated, post-deal",2,+0.240,F03,I61.json:estimates.panelA_treated_path.q2.grad,i61_gradient_pretrend.py
appendix,Table D1. State gradients at quarterly resolution,,"Treated, post-deal",3,+0.108,,I61.json:estimates.panelA_treated_path.q3.grad,i61_gradient_pretrend.py
appendix,Table D1. State gradients at quarterly resolution,,"Treated, post-deal",4,+0.010,,I61.json:estimates.panelA_treated_path.q4.grad,i61_gradient_pretrend.py
appendix,Table D1. State gradients at quarterly resolution,,"Untreated pseudo-events, pre-deal",1,−0.073,,I61.json:estimates.panelC_placebo_path.q-4.grad,i61_gradient_pretrend.py
appendix,Table D1. State gradients at quarterly resolution,,"Untreated pseudo-events, pre-deal",2,−0.031,,I61.json:estimates.panelC_placebo_path.q-3.grad,i61_gradient_pretrend.py
appendix,Table D1. State gradients at quarterly resolution,,"Untreated pseudo-events, pre-deal",3,−0.003,,I61.json:estimates.panelC_placebo_path.q-2.grad,i61_gradient_pretrend.py
appendix,Table D1. State gradients at quarterly resolution,,"Untreated pseudo-events, pre-deal",4,+0.045,,I61.json:estimates.panelC_placebo_path.q-1.grad,i61_gradient_pretrend.py
appendix,Table D1. State gradients at quarterly resolution,,"Untreated pseudo-events, post-deal",1,−0.024,,I61.json:estimates.panelC_placebo_path.q1.grad,i61_gradient_pretrend.py
appendix,Table D1. State gradients at quarterly resolution,,"Untreated pseudo-events, post-deal",2,+0.088,,I61.json:estimates.panelC_placebo_path.q2.grad,i61_gradient_pretrend.py
appendix,Table D1. State gradients at quarterly resolution,,"Untreated pseudo-events, post-deal",3,−0.040,,I61.json:estimates.panelC_placebo_path.q3.grad,i61_gradient_pretrend.py
appendix,Table D1. State gradients at quarterly resolution,,"Untreated pseudo-events, post-deal",4,−0.000,,I61.json:estimates.panelC_placebo_path.q4.grad,i61_gradient_pretrend.py
appendix,Table D2. Supplementary validity checks,,"Sponsor deployment pressure, hazard ratio",1,1.2881,,I36.json:estimates.specs.(4).terms.treated x post x pressure.HR,i36_regression_table.py
appendix,Table D2. Supplementary validity checks,,"Sponsor deployment pressure, hazard ratio",2,1.0535,,I36.json:estimates.specs.(4).terms.treated x post x pressure.ci.0,i36_regression_table.py
appendix,Table D2. Supplementary validity checks,,"Sponsor deployment pressure, hazard ratio",2,1.5750,,I36.json:estimates.specs.(4).terms.treated x post x pressure.ci.1,i36_regression_table.py
appendix,Table D2. Supplementary validity checks,,"Sponsor deployment pressure, hazard ratio",3,379,,I36.json:n,i36_regression_table.py
appendix,Table D2. Supplementary validity checks,,"Independently date-confirmed subsample, no-hire share",1,−0.0645,C21,I14.json:estimates.panelE_validated_subsample.confirmed.zero_DiD,i14_shareholder_dose.py
appendix,Table D2. Supplementary validity checks,,"Independently date-confirmed subsample, no-hire share",2,−0.1145,C21,I14.json:estimates.panelE_validated_subsample.confirmed.zero_DiD (ci0),i14_shareholder_dose.py
appendix,Table D2. Supplementary validity checks,,"Independently date-confirmed subsample, no-hire share",2,−0.0163,C21,I14.json:estimates.panelE_validated_subsample.confirmed.zero_DiD (ci1),i14_shareholder_dose.py
appendix,Table D2. Supplementary validity checks,,"Independently date-confirmed subsample, no-hire share",3,62,C21,I14.json:estimates.panelE_validated_subsample.confirmed.zero_DiD (n),i14_shareholder_dose.py
appendix,Table D2. Supplementary validity checks,,"Primary gradient, one event per control firm",1,0.7036,C98d,I65.json:estimates.panelE_one_to_one.observed,i65_bootci_reuse.py
appendix,Table D2. Supplementary validity checks,,"Primary gradient, one event per control firm",3,286,E01h,I65.json:estimates.panelA_firm_cluster.ci95 (n),i65_bootci_reuse.py
appendix,Table D3. Sensitivity to shared control firms,,Bootstrap clustered on treated firms,1,0.7101,E01h,I65.json:estimates.panelA_firm_cluster.ci95,i65_bootci_reuse.py
appendix,Table D3. Sensitivity to shared control firms,,Bootstrap clustered on treated firms,2,0.3187,E01h,I65.json:estimates.panelA_firm_cluster.ci95 (ci0),i65_bootci_reuse.py
appendix,Table D3. Sensitivity to shared control firms,,Bootstrap clustered on treated firms,2,1.1254,E01h,I65.json:estimates.panelA_firm_cluster.ci95 (ci1),i65_bootci_reuse.py
appendix,Table D3. Sensitivity to shared control firms,,Bootstrap clustered on control firms,1,0.7101,E01h,I65.json:estimates.panelA_firm_cluster.ci95,i65_bootci_reuse.py
appendix,Table D3. Sensitivity to shared control firms,,Bootstrap clustered on control firms,2,0.4595,C98c,I65.json:estimates.panelD_control_cluster.ci95 (ci0),i65_bootci_reuse.py
appendix,Table D3. Sensitivity to shared control firms,,Bootstrap clustered on control firms,2,0.8771,C98c,I65.json:estimates.panelD_control_cluster.ci95 (ci1),i65_bootci_reuse.py
appendix,Table D3. Sensitivity to shared control firms,,Each control assigned to at most one event,1,0.7036,C98d,I65.json:estimates.panelE_one_to_one.observed,i65_bootci_reuse.py
appendix,Table D4. Relative-magnitude sensitivity,,"State gradient, twelve-month resolution",1,3.126,H04,I64.json:estimates.honestdid.resolution_12m.Mbar,i64_pretrend_honest.py
appendix,Table D4. Relative-magnitude sensitivity,,Average post-deal effect,1,0.658,C19,I11.json:estimates.S4_quarterly_premean.Mbar,i11_honestdid.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Control transaction − growth investment, unadjusted",1,0.1218,C65,I45.json:estimates.panelB_covariate_adjusted.deal_type.raw.diff,i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Control transaction − growth investment, unadjusted",2,−0.0494,C65,I45.json:estimates.panelB_covariate_adjusted.deal_type.raw.diff (ci0),i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Control transaction − growth investment, unadjusted",2,0.2776,C65,I45.json:estimates.panelB_covariate_adjusted.deal_type.raw.diff (ci1),i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Control transaction − growth investment, unadjusted",3,301,,I45.json:n,i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Control transaction − growth investment, adjusted",1,0.0475,C66,I45.json:estimates.panelB_covariate_adjusted.deal_type.adjusted.diff,i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Control transaction − growth investment, adjusted",2,−0.1062,C66,I45.json:estimates.panelB_covariate_adjusted.deal_type.adjusted.diff (ci0),i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Control transaction − growth investment, adjusted",2,0.1958,C66,I45.json:estimates.panelB_covariate_adjusted.deal_type.adjusted.diff (ci1),i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Control transaction − growth investment, adjusted",3,301,,I45.json:n,i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Acquired ownership stake, per percentage point, adjusted",1,0.0007,C69,I45.json:estimates.panelB_covariate_adjusted.stake_slope.adjusted.slope,i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Acquired ownership stake, per percentage point, adjusted",2,−0.0015,C69,I45.json:estimates.panelB_covariate_adjusted.stake_slope.adjusted.slope (ci0),i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Acquired ownership stake, per percentage point, adjusted",2,0.0027,C69,I45.json:estimates.panelB_covariate_adjusted.stake_slope.adjusted.slope (ci1),i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Acquired ownership stake, per percentage point, adjusted",3,181,C69,I45.json:estimates.panelB_covariate_adjusted.stake_slope.adjusted.slope (n),i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Majority (≥50%) − minority investment, adjusted",1,0.0397,C67,I45.json:estimates.panelB_covariate_adjusted.stake_maj_min.adjusted.diff,i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Majority (≥50%) − minority investment, adjusted",2,−0.1761,C67,I45.json:estimates.panelB_covariate_adjusted.stake_maj_min.adjusted.diff (ci0),i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Majority (≥50%) − minority investment, adjusted",2,0.2674,C67,I45.json:estimates.panelB_covariate_adjusted.stake_maj_min.adjusted.diff (ci1),i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Majority (≥50%) − minority investment, adjusted",3,181,C69,I45.json:estimates.panelB_covariate_adjusted.stake_slope.adjusted.slope (n),i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Sponsor experience, top − bottom tercile, adjusted",1,0.0692,C68,I45.json:estimates.panelB_covariate_adjusted.gp_experience.adjusted.diff,i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Sponsor experience, top − bottom tercile, adjusted",2,−0.1278,C68,I45.json:estimates.panelB_covariate_adjusted.gp_experience.adjusted.diff (ci0),i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Sponsor experience, top − bottom tercile, adjusted",2,0.2609,C68,I45.json:estimates.panelB_covariate_adjusted.gp_experience.adjusted.diff (ci1),i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Sponsor experience, top − bottom tercile, adjusted",3,301,,I45.json:n,i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Sponsor identity, leave-one-out prediction",1,−0.2675,C76,I45.json:estimates.panelE_gp_loo_robustness.loo_raw,i45_power_invariance.py
appendix,Table E1. Hiring responses across transaction and sponsor characteristics,,"Sponsor identity, leave-one-out prediction",3,189,C76,I45.json:estimates.panelE_gp_loo_robustness.loo_raw (n),i45_power_invariance.py
appendix,Table E2. In-sample explanatory content on the common sample,,Transaction characteristics jointly,1,0.0092,C70,I45.json:estimates.panelC_joint_test.r2_deal,i45_power_invariance.py
appendix,Table E2. In-sample explanatory content on the common sample,,Transaction characteristics jointly,2,0.6425,C70a,I45.json:estimates.panelC_joint_test.perm_p_deal,i45_power_invariance.py
appendix,Table E2. In-sample explanatory content on the common sample,,Pre-deal hiring state alone,1,0.0286,C71,I45.json:estimates.panelC_joint_test.r2_state,i45_power_invariance.py
appendix,Table E2. In-sample explanatory content on the common sample,,Pre-deal hiring state alone,2,0.0250,C71a,I45.json:estimates.panelC_joint_test.perm_p_state,i45_power_invariance.py
appendix,Table E2. In-sample explanatory content on the common sample,,Transaction characteristics added to the state,1,0.0068,C72,I45.json:estimates.panelC_joint_test.incremental_deal_over_state,i45_power_invariance.py
appendix,Table E2. In-sample explanatory content on the common sample,,State added to transaction characteristics,1,0.0261,C72a,I45.json:estimates.panelC_joint_test.incremental_state_over_deal,i45_power_invariance.py
appendix,Table E3. Five-fold out-of-sample comparison,,Transaction characteristics,1,−0.0269,C73,I45.json:estimates.panelD_oos_prediction.oos_r2_deal,i45_power_invariance.py
appendix,Table E3. Five-fold out-of-sample comparison,,Pre-deal hiring state,1,−0.0168,C74,I45.json:estimates.panelD_oos_prediction.oos_r2_state,i45_power_invariance.py
appendix,Table E3. Five-fold out-of-sample comparison,,Difference: state − transaction characteristics,1,0.0101,C75,I45.json:estimates.panelD_oos_prediction.state_minus_deal,i45_power_invariance.py
appendix,Table E3. Five-fold out-of-sample comparison,,Difference: state − transaction characteristics,2,−0.0349,C75,I45.json:estimates.panelD_oos_prediction.state_minus_deal (ci0),i45_power_invariance.py
appendix,Table E3. Five-fold out-of-sample comparison,,Difference: state − transaction characteristics,2,0.1173,C75,I45.json:estimates.panelD_oos_prediction.state_minus_deal (ci1),i45_power_invariance.py
appendix,Table E4. Sponsor-identity diagnostics,,Baseline sponsor leave-one-out,1,−0.2675,C76,I45.json:estimates.panelE_gp_loo_robustness.loo_raw,i45_power_invariance.py
appendix,Table E4. Sponsor-identity diagnostics,,Outcome winsorised at 1/99,1,−0.2659,,I45.json:estimates.panelE_gp_loo_robustness.loo_winsor_1_99,i45_power_invariance.py
appendix,Table E4. Sponsor-identity diagnostics,,Outcome winsorised at 5/95,1,−0.2387,C76a,I45.json:estimates.panelE_gp_loo_robustness.loo_winsor_5_95,i45_power_invariance.py
appendix,Table E4. Sponsor-identity diagnostics,,Drop five most influential events,1,−0.1751,C76b,I45.json:estimates.panelE_gp_loo_robustness.loo_drop_top5,i45_power_invariance.py
appendix,Table E4. Sponsor-identity diagnostics,,Covariate-adjusted response,1,−0.2261,,UNTRACEABLE,
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel A. Worker earnings,"Assessed income per worker, log",1,0.0096,C17,I22.json:estimates.panelA_wage_emp.log_wage.DiD,i22_wage_structure.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel A. Worker earnings,"Assessed income per worker, log",2,0.0039,C17,I22.json:estimates.panelA_wage_emp.log_wage.DiD (ci0),i22_wage_structure.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel A. Worker earnings,"Assessed income per worker, log",2,0.0154,C17,I22.json:estimates.panelA_wage_emp.log_wage.DiD (ci1),i22_wage_structure.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel A. Worker earnings,"Assessed income per worker, log",3,346,C17,I22.json:estimates.panelA_wage_emp.log_wage.DiD (n),i22_wage_structure.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel A. Worker earnings,Implied wage measure for newly added employment,1,0.0086,C17a,I22.json:estimates.panelB_marginal_wage_ratio.DiD.DiD,i22_wage_structure.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel A. Worker earnings,Implied wage measure for newly added employment,2,−0.1383,C17a,I22.json:estimates.panelB_marginal_wage_ratio.DiD.DiD (ci0),i22_wage_structure.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel A. Worker earnings,Implied wage measure for newly added employment,2,0.1585,C17a,I22.json:estimates.panelB_marginal_wage_ratio.DiD.DiD (ci1),i22_wage_structure.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel A. Worker earnings,Implied wage measure for newly added employment,3,182,C17a,I22.json:estimates.panelB_marginal_wage_ratio.DiD.DiD (n),i22_wage_structure.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel B. Firm outcomes one year after the transaction,"Value added, log",1,0.0778,C18,I04c.json:estimates.panelA_value_added.log_va|h1.DiD,i04c_valueadded.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel B. Firm outcomes one year after the transaction,"Value added, log",2,0.0296,C18,I04c.json:estimates.panelA_value_added.log_va|h1.DiD (ci0),i04c_valueadded.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel B. Firm outcomes one year after the transaction,"Value added, log",2,0.1294,C18,I04c.json:estimates.panelA_value_added.log_va|h1.DiD (ci1),i04c_valueadded.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel B. Firm outcomes one year after the transaction,"Value added, log",3,147,C18,I04c.json:estimates.panelA_value_added.log_va|h1.DiD (n),i04c_valueadded.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel B. Firm outcomes one year after the transaction,"Value added per worker, log",1,−0.0052,C18a,I04c.json:estimates.panelA_value_added.va_pe|h1.DiD,i04c_valueadded.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel B. Firm outcomes one year after the transaction,"Value added per worker, log",2,−0.0333,C18a,I04c.json:estimates.panelA_value_added.va_pe|h1.DiD (ci0),i04c_valueadded.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel B. Firm outcomes one year after the transaction,"Value added per worker, log",2,0.0261,C18a,I04c.json:estimates.panelA_value_added.va_pe|h1.DiD (ci1),i04c_valueadded.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel B. Firm outcomes one year after the transaction,"Value added per worker, log",3,147,C18,I04c.json:estimates.panelA_value_added.log_va|h1.DiD (n),i04c_valueadded.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel B. Firm outcomes one year after the transaction,"Value added per unit of assets, log",1,−0.099,,I04c.json:estimates.panelA_value_added.va_pa|h1.DiD,i04c_valueadded.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel B. Firm outcomes one year after the transaction,"Value added per unit of assets, log",2,−0.177,,I04c.json:estimates.panelA_value_added.va_pa|h1.ci.0,i04c_valueadded.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel B. Firm outcomes one year after the transaction,"Value added per unit of assets, log",2,−0.020,,I04c.json:estimates.panelA_value_added.va_pa|h1.ci.1,i04c_valueadded.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel B. Firm outcomes one year after the transaction,Return on assets,1,−0.008,,I04c.json:estimates.panelA_value_added.roa|h1.DiD,i04c_valueadded.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel B. Firm outcomes one year after the transaction,Return on assets,2,−0.037,,I04c.json:estimates.panelA_value_added.roa|h1.ci.0,i04c_valueadded.py
appendix,Table F1. Worker earnings and one-year firm outcomes,Panel B. Firm outcomes one year after the transaction,Return on assets,2,0.024,,I04c.json:estimates.panelA_value_added.roa|h1.ci.1,i04c_valueadded.py
appendix,Table F2. Firm outcomes over three post-deal years,,Log value added,1,+0.078,C18,I04c.json:estimates.panelA_value_added.log_va|h1.DiD,i04c_valueadded.py
appendix,Table F2. Firm outcomes over three post-deal years,,Log value added,2,+0.080,,I04c.json:estimates.panelA_value_added.log_va|h2.DiD,i04c_valueadded.py
appendix,Table F2. Firm outcomes over three post-deal years,,Log value added,3,+0.052,,I04c.json:estimates.panelA_value_added.log_va|h3.DiD,i04c_valueadded.py
appendix,Table F2. Firm outcomes over three post-deal years,,Log value added per worker,1,−0.005,C18a,I04c.json:estimates.panelA_value_added.va_pe|h1.DiD,i04c_valueadded.py
appendix,Table F2. Firm outcomes over three post-deal years,,Log value added per worker,2,−0.003,,I04c.json:estimates.panelA_value_added.va_pe|h2.DiD,i04c_valueadded.py
appendix,Table F2. Firm outcomes over three post-deal years,,Log value added per worker,3,+0.006,,I04c.json:estimates.panelA_value_added.va_pe|h3.DiD,i04c_valueadded.py
appendix,Table F2. Firm outcomes over three post-deal years,,Log assets,1,+0.227,,I04c.json:estimates.panelA_value_added.log_asset|h1.DiD,i04c_valueadded.py
appendix,Table F2. Firm outcomes over three post-deal years,,Log assets,2,+0.180,,I04c.json:estimates.panelA_value_added.log_asset|h2.DiD,i04c_valueadded.py
appendix,Table F2. Firm outcomes over three post-deal years,,Log assets,3,+0.240,,I04c.json:estimates.panelA_value_added.log_asset|h3.DiD,i04c_valueadded.py
appendix,Table F2. Firm outcomes over three post-deal years,,Survival,1,+0.006,,I04c.json:estimates.panelA_value_added.va_pe|h3.DiD,i04c_valueadded.py
appendix,Table F2. Firm outcomes over three post-deal years,,Survival,2,+0.009,,I04c.json:estimates.panelA_value_added.alive|h2.DiD,i04c_valueadded.py
appendix,Table F2. Firm outcomes over three post-deal years,,Survival,3,+0.007,,I04c.json:estimates.panelA_value_added.alive|h3.DiD,i04c_valueadded.py
appendix,Table F2. Firm outcomes over three post-deal years,,Events,1,147,C18,I04c.json:estimates.panelA_value_added.log_va|h1.DiD (n),i04c_valueadded.py
appendix,Table G1. Sponsor exits and reversibility,,Entry-period effect,1,−0.0715,,I05.json:estimates.panelB_entry_exit_pairs.entry.mean,i05_exit_reversal.py
appendix,Table G1. Sponsor exits and reversibility,,Entry-period effect,2,−0.133,,I05.json:estimates.panelB_entry_exit_pairs.entry.ci.0,i05_exit_reversal.py
appendix,Table G1. Sponsor exits and reversibility,,Entry-period effect,2,−0.009,,I05.json:estimates.panelB_entry_exit_pairs.entry.ci.1,i05_exit_reversal.py
appendix,Table G1. Sponsor exits and reversibility,,Exit-period effect,1,−0.008,,I05.json:estimates.panelA_by_timing.stated.zero_DiD,i05_exit_reversal.py
appendix,Table G1. Sponsor exits and reversibility,,Exit-period effect,2,−0.119,,I05.json:estimates.panelB_entry_exit_pairs.exit.ci.0,i05_exit_reversal.py
appendix,Table G1. Sponsor exits and reversibility,,Exit-period effect,2,0.086,,I05.json:estimates.panelB_entry_exit_pairs.exit.ci.1,i05_exit_reversal.py
appendix,Table G1. Sponsor exits and reversibility,,Entry + exit,1,−0.079,,I05.json:estimates.panelB_entry_exit_pairs.sum.mean,i05_exit_reversal.py
appendix,Table G1. Sponsor exits and reversibility,,Entry + exit,2,−0.212,,I05.json:estimates.panelB_entry_exit_pairs.sum.ci.0,i05_exit_reversal.py
appendix,Table G1. Sponsor exits and reversibility,,Entry + exit,2,0.034,,I05.json:estimates.panelB_entry_exit_pairs.sum.ci.1,i05_exit_reversal.py
appendix,Table G1. Sponsor exits and reversibility,,Minimum detectable effect,1,0.194,,I05.json:estimates.MDE_at_n,i05_exit_reversal.py
appendix,Table G1. Sponsor exits and reversibility,,Usable sponsor exits,1,13,,I05.json:n,i05_exit_reversal.py
appendix,Table G2. Not-yet-treated comparison at a 24-month treatment gap,,Original sample,1,−0.086,,I06.json:estimates.panelA_specs.G24|S1 기존처치·기존풀.P1,i06_notyet_anatomy.py
appendix,Table G2. Not-yet-treated comparison at a 24-month treatment gap,,Original sample,2,−0.165,,I06.json:estimates.panelA_specs.G24|S1 기존처치·기존풀.P1_ci.0,i06_notyet_anatomy.py
appendix,Table G2. Not-yet-treated comparison at a 24-month treatment gap,,Original sample,2,−0.007,,I06.json:estimates.panelA_specs.G24|S1 기존처치·기존풀.P1_ci.1,i06_notyet_anatomy.py
appendix,Table G2. Not-yet-treated comparison at a 24-month treatment gap,,Expanded sample,1,−0.058,,I06.json:estimates.panelA_specs.G24|S4 확장처치·확장풀.P1,i06_notyet_anatomy.py
appendix,Table G2. Not-yet-treated comparison at a 24-month treatment gap,,Expanded sample,2,−0.126,,I06.json:estimates.panelA_specs.G24|S4 확장처치·확장풀.P1_ci.0,i06_notyet_anatomy.py
appendix,Table G2. Not-yet-treated comparison at a 24-month treatment gap,,Expanded sample,2,0.008,,I06.json:estimates.panelA_specs.G24|S4 확장처치·확장풀.P1_ci.1,i06_notyet_anatomy.py
appendix,Table G2. Not-yet-treated comparison at a 24-month treatment gap,,Difference between samples,1,−0.029,,I06.json:estimates.panelC_collapse_test.G24.P1_diff,i06_notyet_anatomy.py
appendix,Table G2. Not-yet-treated comparison at a 24-month treatment gap,,Difference between samples,2,−0.130,,I06.json:estimates.panelA_specs.G24|S5 회수전용·확장풀.rel_ci.0,i06_notyet_anatomy.py
appendix,Table G2. Not-yet-treated comparison at a 24-month treatment gap,,Difference between samples,2,0.071,,I06.json:estimates.panelA_specs.G36|S3 확장처치·기존풀.rel_ci.1,i06_notyet_anatomy.py
appendix,Table G3. Labour outcomes around non-private-equity ownership changes,,No-hire outcome,1,0.0050,,I19.json:estimates.panelB_by_type.OWN.DiD,i19_succession.py
appendix,Table G3. Labour outcomes around non-private-equity ownership changes,,No-hire outcome,2,−0.007,,I19.json:estimates.panelB_by_type.OWN.ci.0,i19_succession.py
appendix,Table G3. Labour outcomes around non-private-equity ownership changes,,No-hire outcome,2,0.018,,I19.json:estimates.panelB_by_type.OWN.ci.1,i19_succession.py
appendix,Table G3. Labour outcomes around non-private-equity ownership changes,,Employment level,1,0.002,,I19.json:estimates.panelC_inertia_moderator.OWN.T1.DiD,i19_succession.py
appendix,Table G3. Labour outcomes around non-private-equity ownership changes,,Employment level,2,−0.017,C74,I45.json:estimates.panelD_oos_prediction.oos_r2_state,i45_power_invariance.py
appendix,Table G3. Labour outcomes around non-private-equity ownership changes,,Employment level,2,0.025,C44a,I39.json:estimates.t2.excess.DiD (ci1),i39_spell_benchmark.py
appendix,Table G3. Labour outcomes around non-private-equity ownership changes,,Slope with transferred ownership stake,1,−0.000008,,I19c.json:estimates.panelB_own_dose.slope_per_pct,i19c_dose_gradient.py
